CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
719459358,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41
717728808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26
788701608,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23
719989008,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36
791839233,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36
716918508,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24
717321783,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51
721517208,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30
719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36
709120008,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36
709117533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36
816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53
789485433,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34
712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45
712689333,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28
771492408,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28
711668283,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37
772684833,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22
712960308,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36
713530833,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48
756065433,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19
710997183,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36
711146358,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29
716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25
778699908,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,24
713571258,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26
711676908,Existing Customer,51,F,3,College,Married,Unknown,Blue,36
719315508,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36
778623858,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38
714665733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36
816089433,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44
716991933,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35
714534108,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36
787456608,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15
717090183,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50
772782708,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40
710722908,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,36
795155433,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38
715271733,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37
771706308,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34
713989233,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53
780198258,Existing Customer,46,M,4,College,Single,$120K +,Blue,36
802002858,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56
716290233,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33
828298908,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50
788946783,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,36
720697908,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21
780598383,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23
715345833,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36
710831133,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36
766706358,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32
816533733,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,45
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35
721433283,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20
720680058,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36
716909283,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48
754654383,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23
719226333,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,24
779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41
718206783,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36
715783758,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30
771190083,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23
713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53
778799583,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24
808796208,Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49
708313608,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,43
779330208,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44
794498733,Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,21
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36
823845783,Existing Customer,53,M,2,Unknown,Married,$120K +,Blue,49
711748983,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,17
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34
710492733,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19
779016408,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27
717787533,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40
714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21
823535133,Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41
708455883,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36
780095808,Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30
709207458,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36
721301733,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38
711927108,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36
718083483,Existing Customer,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35
717548358,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25
816829608,Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,39
713936583,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36
793889508,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42
714648933,Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,36
711556533,Existing Customer,43,F,1,Graduate,Unknown,Unknown,Blue,36
717420333,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28
714311583,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,36
717707133,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Blue,24
716043258,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38
718909158,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25
719471433,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22
712763808,Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,36
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28
719788833,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,36
715168983,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36
714306258,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46
713828208,Existing Customer,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36
710574558,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41
710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51
711113958,Existing Customer,37,F,3,Unknown,Married,Less than $40K,Blue,25
718923858,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29
752666508,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34
712672083,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36
719863758,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41
720990183,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,36
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36
721250358,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,36
779773533,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,34
708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39
713967783,Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,52
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22
759823158,Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,39
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33
789528183,Existing Customer,39,F,2,Graduate,Married,Unknown,Blue,31
708895158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,34
824805858,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,35
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24
787595658,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29
720244983,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,28
713220258,Existing Customer,65,F,0,High School,Married,Unknown,Blue,36
813469458,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20
788939358,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33
718870158,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45
711809283,Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,36
816513108,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49
718594608,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44
788485908,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,37
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49
710793783,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,40
794340033,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28
716462658,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,36
718050033,Existing Customer,54,M,2,College,Married,$120K +,Blue,43
714023808,Existing Customer,42,F,2,Graduate,Married,Unknown,Blue,33
716341833,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,44
719648358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,35
816600933,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36
713095533,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,36
809967783,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26
715848408,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52
714414483,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44
708655983,Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,40
720426708,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,45
713743158,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,36
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33
779149683,Existing Customer,30,F,0,Graduate,Divorced,Unknown,Blue,13
714970458,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,29
719070108,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,35
715490733,Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,36
714989583,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36
820355433,Existing Customer,43,M,3,Unknown,Single,$40K - $60K,Blue,38
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,25
710370483,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,31
778573233,Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,54
708833133,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,29
719885883,Existing Customer,53,M,3,College,Single,$120K +,Blue,36
712523283,Existing Customer,55,M,2,Unknown,Married,$120K +,Blue,41
711309033,Existing Customer,41,M,2,Unknown,Single,$60K - $80K,Blue,24
708134283,Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,36
720147633,Existing Customer,61,M,1,Unknown,Single,$40K - $60K,Blue,47
708983658,Attrited Customer,51,M,2,Uneducated,Single,$120K +,Blue,39
766285608,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,35
779715108,Existing Customer,46,M,2,Unknown,Divorced,$80K - $120K,Blue,30
798035358,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,40
719391783,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,35
809342208,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,19
780713058,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,35
779338683,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Blue,44
783387783,Existing Customer,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,49
787800108,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,45
721397808,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,24
778698408,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,18
709545333,Existing Customer,33,F,4,High School,Single,Unknown,Blue,29
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,32
717835908,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22
719466558,Existing Customer,60,F,0,High School,Single,Unknown,Blue,36
778663458,Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,47
716024808,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,36
713008308,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,47
794831733,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39
713854608,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,36
715993608,Existing Customer,51,M,2,College,Single,$120K +,Blue,41
789368658,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,47
802817358,Existing Customer,38,F,3,High School,Married,Unknown,Blue,32
708098133,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,19
801499908,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,37
824770683,Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,47
718310733,Existing Customer,50,M,2,Unknown,Divorced,$80K - $120K,Blue,36
708162558,Existing Customer,64,F,0,Uneducated,Married,Unknown,Blue,54
721129383,Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,36
721249158,Attrited Customer,42,M,2,Uneducated,Single,$60K - $80K,Blue,30
721049658,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34
806392908,Existing Customer,52,F,4,High School,Single,Unknown,Blue,47
714886533,Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,36
772375533,Existing Customer,30,M,1,Graduate,Married,$80K - $120K,Blue,19
826775058,Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,39
711878733,Existing Customer,60,M,1,Uneducated,Married,$60K - $80K,Blue,48
714550383,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,36
712636308,Existing Customer,65,F,2,High School,Married,$40K - $60K,Blue,45
772139433,Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,33
709058808,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,36
813240408,Existing Customer,45,F,4,High School,Married,Unknown,Blue,39
767753958,Existing Customer,37,M,3,Graduate,Unknown,$40K - $60K,Blue,31
710111733,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,39
761544333,Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,30
788814783,Existing Customer,39,M,1,Uneducated,Single,$60K - $80K,Blue,22
715034358,Existing Customer,41,M,2,Graduate,Married,$120K +,Blue,32
709624533,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,45
709942383,Existing Customer,34,M,1,Graduate,Married,$80K - $120K,Blue,36
803957508,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,47
713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36
720998358,Existing Customer,52,M,0,High School,Married,$120K +,Silver,41
721051908,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,33
715232058,Existing Customer,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,53
806250783,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,52
817245183,Existing Customer,51,M,2,Unknown,Unknown,$120K +,Blue,33
713670333,Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,52
826477083,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,44
788728608,Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,13
717190533,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,36
716580033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,36
711644508,Existing Customer,34,M,2,Uneducated,Single,$80K - $120K,Blue,36
714334383,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42
720611058,Existing Customer,40,M,3,Graduate,Single,$120K +,Blue,27
712420833,Existing Customer,49,F,5,College,Single,Unknown,Blue,41
713845083,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36
713756508,Existing Customer,46,M,3,Graduate,Divorced,Less than $40K,Blue,36
735565158,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,33
714131058,Existing Customer,30,M,0,Graduate,Unknown,$60K - $80K,Blue,36
717180633,Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,36
717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38
713128833,Existing Customer,49,M,2,Unknown,Unknown,$60K - $80K,Blue,36
813499458,Attrited Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,40
710070183,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,36
789605658,Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,35
710045058,Existing Customer,46,M,5,High School,Married,$40K - $60K,Silver,28
710164683,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,22
710802258,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,38
721036233,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,36
710036508,Existing Customer,42,M,5,Uneducated,Married,$40K - $60K,Blue,34
717776808,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39
714906033,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36
714273708,Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,36
721117533,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,26
715374558,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,36
824807658,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,41
714940608,Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,36
824782008,Existing Customer,42,M,3,High School,Unknown,$60K - $80K,Blue,38
717561108,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,36
717127083,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,25
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34
794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,46
708543258,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,36
778706508,Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,24
712240083,Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,41
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,36
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,30
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,47
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,29
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,18
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,42
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,54
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,44
715210308,Existing Customer,40,F,1,High School,Married,Unknown,Blue,31
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,27
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,36
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,31
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,37
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,36
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,26
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,46
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,36
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,46
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,31
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,35
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,50
715362183,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,36
721194858,Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,Blue,40
803595858,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,51
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,34
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,26
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49
720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,27
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,36
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,45
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,54
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39
